prot_IDs,prot_names,Gene_names,translation_G1_1,translation_G1_2,translation_G2M_1,translation_G2M_2,translation_MG1_1,translation_MG1_2,translation_S_1,translation_S_2
Q16553;E7EWF8;E5RGI6;E5RI33;E5RIQ1;E5RI58,Lymphocyte antigen 6E,LY6E,,,,,,,,
Q17RY6;G3V116;E5RGJ8;H0YB07,Lymphocyte antigen 6K,LY6K,24.5474,24.49045,24.69567,24.27064,24.83894,24.61818,24.20672,23.99861
Q9NX58,Cell growth-regulating nucleolar protein,LYAR,22.45809,21.61975,22.32207,21.45824,22.35108,21.908,21.19761,21.46727
P07948;P07948-2;E5RJ37,Tyrosine-protein kinase Lyn,LYN,,19.77673,20.26373,20.94314,,,,20.50077
O75608;O75608-2;E5RGR0;E5RJA0;B4DP64;E5RI35;E5RJ48,Acyl-protein thioesterase 1,LYPLA1,21.09094,21.94181,21.78341,20.94592,22.43314,21.4399,20.05973,21.91503
P61626;F8VV32,Lysozyme C,LYZ,,22.95679,,20.48463,,21.78237,21.00072,20.80719
Q9BRK4;E2QRF2;B1AL13;B1AL12;B1AL11,Leucine zipper putative tumor suppressor 2,LZTS2;RP11-108L7.8,20.19508,22.0558,20.16828,,,,,
P20645;F5H883;H0YGT2;F5GXU0;H0YGE9,Cation-dependent mannose-6-phosphate receptor,M6PR,21.66956,21.90753,21.73608,21.59878,22.33405,21.76987,,20.98593
H3BQK9;H3BPE1;Q9UPN3-5;Q9UPN3;F8W8Q1;Q9UPN3-2;Q9UPN3-3;F5GZL7;Q9UPN3-4;H0Y390;H0YD69,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",MACF1,22.01202,22.91608,23.06544,21.60191,22.42429,23.15253,21.47744,21.74435
Q9BQ69,O-acetyl-ADP-ribose deacetylase MACROD1,MACROD1,23.34908,22.55899,23.63976,20.12843,22.63783,21.95755,21.59222,20.64086
Q9Y6D9;B3KR41;C9JTA2;C9K086;C9JPS1;F5GXH0;C9JP81;C9JIR0,Mitotic spindle assembly checkpoint protein MAD1,MAD1L1,23.35326,23.93769,22.70314,23.33265,24.23454,23.93751,23.07411,22.92131
Q13257;Q8IZX3;D6RJE3,Mitotic spindle assembly checkpoint protein MAD2A,MAD2L1,23.81353,23.37703,24.11514,23.53825,24.06225,24.10885,23.41351,23.30187
E9PAT7;Q15013,MAD2L1-binding protein,MAD2L1BP,20.86197,21.25954,21.97694,,22.28503,20.57062,20.66284,
Q8WXG6-2;Q8WXG6-3;Q8WXG6-4;Q8WXG6-5;B5MEE5;F8W9P9;Q8WXG6-6;Q8WXG6;Q8WXG6-7;C9K0L0;C9JLZ9;C9J6B0;C9JM97,MAP kinase-activating death domain protein,MADD,24.99891,24.26635,23.71775,23.54463,24.50821,23.69349,24.24815,22.94855
E7ESC7;Q7L5Y9;F5H3F8;Q7L5Y9-2;Q7L5Y9-3;D6REW7;D6RE80;B4DVN3;C9JD69;D6RIB6;Q7L5Y9-4;E7ENL1;D6RDW4;Q7L5Y9-5;D6RA86;B4DQT1;D6R8Z3;D6RID6,Macrophage erythroblast attacher,MAEA,21.74669,22.35968,24.24235,23.18059,23.50845,22.06424,21.55276,21.68136
Q9UNF1;H7BXW3;Q9UNF1-2;Q5H909;Q5H907;Q12816;B1AKE9;F5GY27;Q9Y5V3-2;Q9Y5V3;Q12816-2;G5E9N2;E7EPI3;B1AKF1;G5E999,Melanoma-associated antigen D2,MAGED2,26.19603,26.56565,26.71594,26.18692,26.68325,26.56899,26.35469,26.41416
Q9HAY2,Melanoma-associated antigen F1,MAGEF1,21.51253,21.51533,22.12899,20.76515,21.97785,21.37316,22.2721,22.20299
Q96A72;P61326;A6NEC0;F5H6N1;B1ARP8;F5H6P7;F5H3U9;F5H124,Protein mago nashi homolog 2;Protein mago nashi homolog,MAGOHB;MAGOH,23.89606,24.52755,24.68646,24.41944,24.92628,24.75154,23.81597,24.45544
Q9H0U3;Q6P577,Magnesium transporter protein 1,MAGT1,25.25508,25.32536,25.29376,24.97071,25.26295,25.18869,25.35033,25.45717
Q9BXY0;H0YBV6,Protein MAK16 homolog,MAK16,21.61912,20.29872,21.4995,20.73653,21.65128,21.23017,20.86446,20.89519
Q96EH3,Mitochondrial assembly of ribosomal large subunit protein 1,MALSU1,23.00542,23.4706,22.95132,21.33336,23.23586,23.08536,23.09814,22.9658
H0YG20;Q9UKM7;H0YGV7;B3KQC5;H0YFV8;H0YGQ1,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",MAN1B1,24.27775,25.07488,24.03339,24.37491,24.60744,24.84254,24.27994,24.50397
Q16706,Alpha-mannosidase 2,MAN2A1,24.91497,24.54227,25.14359,23.92025,25.29309,24.74745,24.35548,24.47234
O00754;G5E928;B4E0K9;H7BZP0,Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide,MAN2B1,21.59213,20.92673,22.17849,20.16803,22.5849,19.91508,20.61711,21.51624
Q9Y2E5;E9PCD7;Q9Y2E5-2;H0YA68,Epididymis-specific alpha-mannosidase,MAN2B2,,,,,20.239,20.46154,,
O00462;E9PFW2,Beta-mannosidase,MANBA,24.11378,24.28454,24.31424,23.37796,24.69216,23.95482,23.41854,24.16131
P27338;B7Z242;B7Z5H3;P21397;B4DF46,Amine oxidase [flavin-containing] B,MAOB,23.68067,23.6796,24.25494,23.25624,24.13579,23.56477,21.89697,22.25422
A6NCE7;Q9GZQ8;H3BTL1;Q9H492-2;Q9H492,Microtubule-associated proteins 1A/1B light chain 3 beta 2;Microtubule-associated proteins 1A/1B light chain 3B;Microtubule-associated proteins 1A/1B light chain 3A,MAP1LC3B2;MAP1LC3B;MAP1LC3A,23.47209,22.87012,23.69816,22.84445,23.55075,22.92249,23.05866,23.1266
Q66K74;B4DH53,Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain,MAP1S,23.68774,24.40568,24.49515,23.93643,23.85377,23.96464,23.79342,24.33987
Q02750;Q02750-2,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,23.61167,23.6903,23.54604,23.15295,23.9227,23.96455,22.66179,22.37015
P36507;G5E9C7;H3BRW9,Dual specificity mitogen-activated protein kinase kinase 2,MAP2K2,26.47937,26.28069,26.17841,25.19344,26.50788,26.10534,25.98631,26.03534
P46734-3;F8W9D9;P46734;P46734-2;P52564;P52564-2;E9PRZ0,Dual specificity mitogen-activated protein kinase kinase 3,MAP2K3,21.88919,20.37411,21.1029,21.21537,22.6776,22.90832,23.52898,22.50807
O14733-3;O14733-4;O14733;O14733-2;F6WCX7,Dual specificity mitogen-activated protein kinase kinase 7,MAP2K7,22.57492,23.01706,22.72723,,22.41444,,,21.5286
Q9Y2U5,Mitogen-activated protein kinase kinase kinase 2,MAP3K2,,19.61287,20.76134,,,,,19.92526
Q99683;H7BY60,Mitogen-activated protein kinase kinase kinase 5,MAP3K5,,,20.87388,,21.85704,,,
O95382;O95382-3,Mitogen-activated protein kinase kinase kinase 6,MAP3K6,,,22.10095,21.40847,21.70405,,21.64702,21.27338
E7EVA0;P27816;P27816-6;P27816-2;B9ZVR1;P27816-5;E9PGM5;P27816-4;B5MEG9;H7C4C5;H7C456;H0Y2V1;F8W9U4;B4DSQ1;P27816-7,Microtubule-associated protein;Microtubule-associated protein 4,MAP4,27.51638,27.70629,28.01521,27.31743,28.06902,27.7145,26.66546,26.84002
E7EN19;G5E948;O95819-3;E7ESS2;O95819-5;O95819;O95819-2;H7C360;G3XAA2;O95819-4;E7ENQ1;C9J840;E7EX83;H7C0P6,Mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4,21.01011,22.59994,22.38977,20.90338,21.49204,20.82703,21.21928,21.4714
Q14244;E9PCP3;F5H1E2;F8W783;Q14244-3;Q14244-2;Q14244-5;Q14244-4,Ensconsin,MAP7,24.46114,25.36353,24.10685,24.31679,24.87394,24.76476,24.55033,25.17885
Q3KQU3;Q3KQU3-4;Q3KQU3-2;C9JIR3;E9PLH3;Q3KQU3-3;H0YF21;A1L1B7,MAP7 domain-containing protein 1,MAP7D1,25.04327,24.92674,25.25404,24.48941,24.19107,24.57479,24.1149,24.85852
Q8IWC1;Q8IWC1-2;H7BY77;Q8IWC1-3,MAP7 domain-containing protein 3,MAP7D3,22.76731,23.22967,23.60252,23.44114,22.9208,24.18813,22.90914,23.20516
P28482;B4DHN0;A8CZ64,Mitogen-activated protein kinase 1,MAPK1,23.21018,22.75829,22.97229,22.94616,23.25049,23.4215,20.78652,23.44859
Q8NDC0,MAPK-interacting and spindle-stabilizing protein-like,MAPK1IP1L,23.32485,23.15957,23.8691,22.8648,23.4419,23.38943,23.32169,27.59071
Q9BPZ7;Q9BPZ7-3;Q9BPZ7-6;Q9BPZ7-4;Q9BPZ7-2;Q9BPZ7-5;B1AMA5;E9PGB8;B1AMA6,Target of rapamycin complex 2 subunit MAPKAP1,MAPKAP1,22.39422,25.46722,26.18807,25.14977,25.23801,25.86642,25.06345,25.57115
Q15691;Q9UPY8;Q9UPY8-2;C9JB30,Microtubule-associated protein RP/EB family member 1,MAPRE1,25.41619,25.39261,26.13314,25.73895,25.7639,25.51319,25.70274,25.844
Q5VT66-2;Q5VT66;H7BYZ9;Q5VT66-3,"MOSC domain-containing protein 1, mitochondrial",Mar-01,20.55112,21.48675,21.84245,20.11082,21.73748,21.82896,,20.07287
Q9NX47,E3 ubiquitin-protein ligase MARCH5,Mar-05,20.92854,21.228,,20.66787,,21.16846,,20.4997
O60337;B4DT33;B4DKJ2;D6RHY7,E3 ubiquitin-protein ligase MARCH6,Mar-06,26.16298,25.83164,26.04723,25.48711,26.22463,25.77944,25.50996,25.73296
Q9H992;B7Z7P5;F5H6W4,E3 ubiquitin-protein ligase MARCH7,Mar-07,23.28503,24.10717,24.19603,23.94163,24.13555,24.03683,23.14882,23.49155
P29966,Myristoylated alanine-rich C-kinase substrate,MARCKS,21.46722,22.77704,22.85996,22.54545,22.8272,22.63376,22.13408,21.71196
P49006,MARCKS-related protein,MARCKSL1,23.39859,23.77535,23.80174,23.22065,23.507,23.44076,23.29376,23.20051
Q7KZI7;E9PC69;Q7KZI7-8;Q7KZI7-11;Q7KZI7-9;Q7KZI7-4;Q7KZI7-16;Q7KZI7-5;Q7KZI7-15;Q7KZI7-6;Q7KZI7-3;Q7KZI7-14;Q7KZI7-12;Q7KZI7-2;E7ETY4;Q7KZI7-7;Q7KZI7-13;Q7KZI7-10;F5H4F6;F5H6N2;Q5DNC6;H0YKJ3;F5H4J8,Serine/threonine-protein kinase MARK2,MARK2,24.71408,24.57167,24.49784,24.74479,25.07977,24.44152,24.22531,24.42956
P27448-7;P27448;P27448-2;P27448-4;P27448-3;P27448-6;P27448-8;H0YNV4;Q9P0L2;Q9P0L2-3;H0YIY6;E9PHX2;A2SY06;H0YKP9,MAP/microtubule affinity-regulating kinase 3;Serine/threonine-protein kinase MARK1,MARK3;MARK1,20.97428,22.00532,21.59673,21.14283,22.5405,21.58779,21.33979,21.85628
P56192;A6NC17;B3KVK7;H0YHV5;H0YIP0;F5H2V6;H0YIC2;H0YI27;H0YI94;H0YHL6,"Methionine--tRNA ligase, cytoplasmic",MARS,26.6363,26.58305,26.55472,25.58632,26.43411,25.99144,26.39522,26.61933
Q96GW9;B4DVV7,"Methionine--tRNA ligase, mitochondrial",MARS2,20.52172,20.17146,20.43665,19.35009,20.16852,19.99535,19.6708,
Q6P0Q8;E7ERL6;Q6P0Q8-2,Microtubule-associated serine/threonine-protein kinase 2,MAST2,19.3689,20.1135,21.56509,20.16999,21.38574,20.83854,19.99728,
Q96GX5;Q96GX5-3;Q96GX5-2;Q9Y2H9;O60307;F5H2S9;E7EWL1,Serine/threonine-protein kinase greatwall,MASTL,20.77338,20.6025,22.52609,22.15131,23.96499,20.7128,22.54696,21.93851
P31153;B4DN45;E9PBA7;Q00266,S-adenosylmethionine synthase isoform type-2;S-adenosylmethionine synthase,MAT2A,25.67058,25.56587,27.31173,26.56448,27.00667,26.77467,25.65466,25.95396
Q9NZL9;Q9NZL9-3;Q9NZL9-2;Q9NZL9-4;H7C0X7;E5RJR3;B7Z1X8;Q9NZL9-5;E5RFS9,Methionine adenosyltransferase 2 subunit beta,MAT2B,23.12239,23.04113,24.6979,23.00963,24.47333,24.24089,22.9531,23.32567
O00339;O00339-2;C9JH87;O00339-3;H0YBJ4;O00339-4;H0YBN2,Matrilin-2,MATN2,,,20.67788,,,22.09774,,
A8MXP9;P43243;D6REM6;D6R991;H0Y8T4;B3KM87;D6R8Z5;D6RE02;D6RBI2;D6REK4;D6RCM3;D6RBS2;D6RAY2;D6RAM9;D6R9F3;D6RB45;Q68E03;D6RBK5,Matrin-3,MATR3,28.51465,28.93146,28.50336,28.26593,28.29369,28.16077,28.17016,28.06358
Q7Z434;F5H6C8,Mitochondrial antiviral-signaling protein,MAVS,,20.57432,20.30039,19.81049,20.40976,20.11959,,20.16754
Q8N884;A6PW79;Q8N884-2,Protein MB21D1,MB21D1;C6orf150,21.22811,20.50949,21.66943,21.50426,21.07457,21.78736,22.61331,22.19343
B4DI41;Q9UIS9-9;Q9UIS9;Q9UIS9-2;Q9UIS9-5;Q9UIS9-6;Q9UIS9-7;Q9UIS9-8;Q9UIS9-4,Methyl-CpG-binding domain protein 1,MBD1,22.30541,19.91972,21.92238,20.99569,21.7312,20.9754,21.54345,21.53041
O95243;O95243-2;E9PEE4;O95243-3;Q2MD36;D6RBI7,Methyl-CpG-binding domain protein 4,MBD4,22.17743,22.73107,22.46889,22.22123,23.466,22.66258,23.0921,23.20665
Q9NR56;Q9NR56-5;Q9NR56-2;C9JP00;Q9NR56-6;E9PBW7;Q9NR56-4;Q9NR56-3;Q5VZF2;Q5VZF2-2;Q5VZF2-3;Q9NUK0;B1AKI6;Q9NUK0-2;H7C4T5;O95205;B4E3F7,Muscleblind-like protein 1;Muscleblind-like protein 2;Muscleblind-like protein 3,MBNL1;MBNL2;MBNL3;MBLL,20.11032,,,19.30993,,19.25149,18.98529,22.47791
Q96N66;Q96N66-2;Q96N66-3;A9C4B8;C9J4E9;H7C2M4,Lysophospholipid acyltransferase 7,MBOAT7;LENG4,24.53996,24.69275,24.12155,23.79193,24.90141,24.39231,24.76203,24.2451
Q14703;B4DR21;H3BV53,Membrane-bound transcription factor site-1 protease,MBTPS1,22.25693,20.86128,,20.34082,21.9819,20.87207,21.34522,21.36426
O43462;B9ZVQ3,Membrane-bound transcription factor site-2 protease,MBTPS2,22.55805,22.6646,22.34889,22.21863,22.48198,22.13505,22.00433,22.23281
P43121;P43121-2,Cell surface glycoprotein MUC18,MCAM,27.07938,26.16189,26.80082,26.03345,26.86526,26.39674,26.29882,26.78669
Q8IVS2;Q8IVS2-2,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",MCAT,20.57681,21.72974,22.81173,21.85361,21.65674,21.78301,21.65587,21.90176
Q96RQ3;E9PHF7;E7ETG7;E9PG35;G5E9X5;F5GYT8;E7EX16;F5H2T9;F8WDI3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCC1,27.12189,27.5154,27.40007,26.57265,27.6478,27.64162,26.81629,27.24925
Q9HCC0;Q9HCC0-2;D6RDF7;D6R9R1;D6RD67,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,24.33872,24.75119,24.57779,24.34509,24.71513,24.58537,24.79724,24.39735
Q07820;Q07820-2;E7ENM2,Induced myeloid leukemia cell differentiation protein Mcl-1,MCL1,24.8692,24.79064,25.55344,24.76284,25.98255,25.48339,25.78793,25.96952
Q7L590;Q7L590-2;Q5T670;C9J600,Protein MCM10 homolog,MCM10,22.02533,22.15635,20.97743,,21.84376,,21.48871,21.21258
F5H1E9;P49736;F5H3V0;H0Y8E6;F8WDM3;C9JZ21;C9J013,DNA replication licensing factor MCM2,MCM2,27.86237,28.11133,27.65444,27.02359,27.43317,27.22417,27.65369,27.59363
P25205;E9PF11;Q7Z6P5,DNA replication licensing factor MCM3,MCM3,28.06625,28.13565,27.7082,27.15441,27.73809,27.47483,27.83358,27.8396
O60318;C9JL56,80 kDa MCM3-associated protein,MCM3AP,24.24314,24.69726,25.09652,23.80774,24.1798,24.35299,24.417,24.13477
P33991;E7EM48;E5RG31;E5RFJ8;E7ER43;E5RFR3;E5RHP5;E5RK04;E5RG53,DNA replication licensing factor MCM4,MCM4,27.43778,27.39305,27.09356,26.86597,26.98869,26.72286,27.84966,27.39223
P33992;B1AHB1;E7EQY5;F8WBR1;B1AHA9;B1AHB2,DNA replication licensing factor MCM5,MCM5,26.77052,26.96411,26.37976,25.74684,26.15592,25.80664,26.30961,26.50215
Q14566,DNA replication licensing factor MCM6,MCM6,27.06764,27.17722,26.80341,25.93612,26.84888,26.02162,26.53312,26.79365
P33993;F5H776;F5H4S2;A4D2A2;P33993-2;C9J8M6,DNA replication licensing factor MCM7,MCM7,28.72038,29.10592,28.8222,28.80455,28.71119,28.43281,28.47962,29.26732
E7EQU7;Q9UJA3;Q9UJA3-3;Q9UJA3-2;F8W7U1,DNA replication licensing factor MCM8,MCM8,24.45595,22.41191,21.64364,21.66236,21.82606,21.0229,23.26657,23.13482
Q9BTE3;Q9BTE3-2;Q9BTE3-3,Mini-chromosome maintenance complex-binding protein,MCMBP,26.09889,26.31786,26.19798,25.81029,26.71607,25.96455,26.06435,25.64927
Q96EZ8-2;Q96EZ8;Q96EZ8-3;F8W126;Q7Z372;F8VP44;F8VVA6;F8W0I9;H0YIA0;H0YI67,Microspherule protein 1,MCRS1;DKFZp686N07218,23.54687,23.24994,23.22291,23.56011,23.00782,23.12964,23.11055,23.16938
Q9ULC4-3;Q9ULC4;Q9ULC4-2,Malignant T-cell-amplified sequence 1,MCTS1,22.81757,22.63984,22.42895,22.35636,22.4116,22.76255,22.29819,22.79596
Q8NE86;Q8NE86-3;Q8NE86-2,"Calcium uniporter protein, mitochondrial",MCU,23.67465,23.65119,22.27674,21.86389,23.40899,23.3181,22.9796,22.20129
Q14676;E9PGY5;Q14676-2;E7EVA7;F8VV34;Q14676-3;F8VU38;F8VZP8;F8W1C2;Q14676-4;A1Z5I7;E7ENQ0;A2AB05;H0Y6Z8,Mediator of DNA damage checkpoint protein 1,MDC1,24.12123,23.92007,24.96649,24.52247,25.1845,24.69869,24.13641,24.68539
F5H098;P40925;P40925-2;B9A041;C9JF79;B8ZZ51;C9JRL4;C9JLV6,"Malate dehydrogenase;Malate dehydrogenase, cytoplasmic",MDH1,25.66617,25.96376,26.21139,25.69479,26.26964,26.06118,25.5302,25.65111
P40926;E9PDB2;G3XAL0,"Malate dehydrogenase, mitochondrial;Malate dehydrogenase",MDH2,27.79872,26.05652,26.07727,25.61891,27.95649,26.07529,25.70517,27.98082
Q00987-11;Q00987;Q00987-9;Q00987-8;A7UKY0;A7UKX8;E9PF57;E7EPE2,E3 ubiquitin-protein ligase Mdm2,MDM2;mdm2,21.22223,21.58802,20.96374,20.68569,,20.81057,20.96972,21.20836
Q9NU22;Q5T795,Midasin,MDN1,24.84316,24.68078,25.27263,24.32903,25.06915,25.09317,24.1225,24.17668
P48163;B4DZ70,NADP-dependent malic enzyme,ME1,23.46264,23.7318,23.97132,23.48284,23.81851,24.09941,23.2064,23.95589
Q15648;Q15648-3,Mediator of RNA polymerase II transcription subunit 1,MED1,23.62266,23.55227,24.21104,23.25004,24.4051,23.36373,23.38403,23.58864
Q9BTT4,Mediator of RNA polymerase II transcription subunit 10,MED10,22.32828,21.63462,23.18486,21.65163,22.92841,22.10409,21.59167,21.90812
Q93074-2;Q93074;Q93074-3;F5H3Y1;H0Y7P1;H0Y6W6;H7C191;Q86YW9;Q86YW9-4;F8WAE6;Q86YW9-3;Q86YW9-2;H7C274,Mediator of RNA polymerase II transcription subunit 12,MED12,26.47766,26.49962,26.87021,26.05142,27.08324,26.61793,26.34925,26.45937
O60244;H7C3E5,Mediator of RNA polymerase II transcription subunit 14,MED14,26.34328,26.06688,26.43846,25.96082,26.81433,26.14466,26.24271,25.99712
Q96RN5;Q96RN5-2;Q96RN5-3;F2Z2B7;F8WDM6,Mediator of RNA polymerase II transcription subunit 15,MED15,20.8247,21.60784,,21.02418,21.27884,21.91298,,
Q9Y2X0;Q9Y2X0-3;Q9Y2X0-2;Q9Y2X0-4;E7ETV0;Q9Y2X0-5;B9TWZ6;F5H5L7;F5H087;F5H0Q2;B9TX01,Mediator of RNA polymerase II transcription subunit 16,MED16,23.1242,23.16922,23.83519,22.85914,23.42829,23.05446,23.09775,23.21676
Q9NVC6;E7ET21;E9PM72;E9PJZ4;E9PKQ4;Q9NVC6-2,Mediator of RNA polymerase II transcription subunit 17,MED17,25.33664,25.59255,25.7283,25.29407,26.13804,25.7463,25.10701,24.92647
Q9H944;B7ZBQ3;A6PVP4;B4DE08;B7ZBQ1,Mediator of RNA polymerase II transcription subunit 20,MED20;TRFP,20.99383,19.86692,21.00168,19.06058,21.3848,19.52972,20.36464,21.12855
H7BYY3;Q5JWT2;Q9ULK4;Q9ULK4-3;Q9ULK4-5;Q9ULK4-4;F5H685;Q9ULK4-2;F5H4T7;B9TX55;F5H0J5,Mediator of RNA polymerase II transcription subunit 23,MED23;CRSP3,20.27878,,21.16877,19.27303,,20.9624,21.28037,21.27742
O75448;O75448-2;F8W9R9;F5H5K2;F5H0K1;F5H3E6;F5H2D6;E9PFL1,Mediator of RNA polymerase II transcription subunit 24,MED24,24.08318,24.47184,24.19385,23.93364,24.87009,24.03347,23.64592,23.78057
Q71SY5-3;E7EMY0;Q71SY5-4;B5ME50;E7EP16;Q71SY5-2;Q71SY5;Q71SY5-5;E7ERA9;B9TX30;B9TX31;B9TX33,Mediator of RNA polymerase II transcription subunit 25,MED25,22.1418,22.33606,22.35568,21.8217,22.21741,22.28599,21.99265,21.93521
Q6P2C8;Q6P2C8-2,Mediator of RNA polymerase II transcription subunit 27,MED27,,,21.83977,21.76725,21.66275,21.30825,22.39383,21.79713
Q9NPJ6;E9PDW1;Q5T911;B4DX67,Mediator of RNA polymerase II transcription subunit 4,MED4,,21.67977,21.53725,20.6862,22.05043,,21.29238,19.91303
Q14814;Q14814-4;Q14814-2;Q14814-5;Q5T9U4;Q14814-3;Q14814-6;Q05BX2;Q02078;F8W966;Q02078-2;Q02078-5;Q02078-3;Q02078-6;Q02078-4;F8W7V7;D6RAH2;Q06413;Q06413-2;C9JMZ0;Q06413-3;D6R9J8;Q06413-4;D6RJG6;D6RC63;D6R942;D6RCM6;D6RG21;D6RB91;D6RJA7;D6RG14;H0YM62;H0YKY6,Myocyte-specific enhancer factor 2D;Myocyte-specific enhancer factor 2A;Myocyte-specific enhancer factor 2C,MEF2D;MEF2A;MEF2C,23.56779,23.49692,23.99404,22.98177,23.70092,23.08937,23.38903,23.39872
Q14680;F5H689;F5H0Y0;F5H2R4;A6P3A7;A6P3A8;B7Z7Q1;B7Z6Y0,Maternal embryonic leucine zipper kinase,MELK;MELKv2;MELKv3,20.80349,22.73938,23.93058,23.27284,23.1978,23.2939,21.81139,22.69258
O00255;O00255-2;E7EN32;O00255-3;E7ET29;E7EPR4;E7ENS2;Q9GZQ5,Menin,MEN1,23.514,23.82929,23.53872,22.96168,23.10586,23.50543,23.12428,22.76971
Q7L2J0;D6W5V7,7SK snRNA methylphosphate capping enzyme,MEPCE,23.99955,24.21727,24.29565,24.07349,24.11561,23.63887,23.83016,23.63633
Q14696;B4DW84;H0YLI4,LDLR chaperone MESD,MESDC2,24.51623,23.76355,23.95961,22.97633,24.52277,24.43987,23.38785,23.62923
P08581;P08581-2;P08581-3;H7C174;B4DPY6;H7C130;C9JVH4;C9JKM5,Hepatocyte growth factor receptor,MET,25.537,25.97419,26.5602,26.10478,26.614,26.09521,26.08064,25.97895
P53582;F5GXS7,Methionine aminopeptidase 1;Methionine aminopeptidase,METAP1,21.81292,21.42404,22.49064,22.51968,22.62796,21.94446,21.55628,
P50579;B4DUX5;G3V1U3;F8VRR3;F8VY03;F8VSC4;F8VZX9,Methionine aminopeptidase 2;Methionine aminopeptidase,METAP2,25.41931,25.96329,26.20494,25.65973,26.15831,25.96543,25.96594,25.77384
Q8N6R0;B4E2X3;Q8N6R0-4;Q8N6R0-3;Q8N6R0-1;H3BLW2;Q8N6R0-2,Methyltransferase-like protein 13,METTL13,23.74181,24.23732,24.23615,23.90985,24.39956,23.46251,23.73066,24.50821
Q9HCE5;D6RD73,Methyltransferase-like protein 14,METTL14,19.92242,19.92747,20.72092,20.45794,20.62587,20.07392,,
A6NJ78;A6NJ78-4;A6NJ78-2;F8WD83;A6NJ78-3;B5MC64,Probable methyltransferase-like protein 15,METTL15,22.44228,22.78861,,22.23882,22.33383,22.44748,22.75383,22.08482
Q86W50;C9JQI1;Q86W50-2;I3L362;I3L4V1;I3L3W3,Methyltransferase-like protein 16,METTL16,19.95929,21.20377,20.47931,20.00826,21.04293,19.25068,,18.91928
Q9H7H0-3;Q9H7H0;Q9H7H0-2;G3V2Q4;G3V353;H0YJW8;G3V4H5;G3V3X6;G3V4P2;B4E0Q8;B4E298,"Methyltransferase-like protein 17, mitochondrial",METTL17,23.23593,23.63511,23.82561,21.77141,23.63223,23.18912,24.23936,23.85852
H7C4Z8;Q6P1Q9;Q6P1Q9-2,Methyltransferase-like protein 2B,METTL2B,23.00893,,21.60693,21.30719,21.96307,22.34126,21.61225,21.17029
Q86U44;H0YFV6;B4DTN4;F5H6D8;F5GXN0;B4E349;Q86U44-2;F5GXI2,N6-adenosine-methyltransferase 70 kDa subunit,METTL3,23.33006,22.59434,23.54557,23.34692,23.59035,23.8098,23.03988,23.51111
H0YI09;Q9H8H3;F8VQX6;B4DDW1,Methyltransferase-like protein 7A,METTL7A,21.92281,22.12187,22.18571,21.58953,22.92241,21.5296,21.89859,21.82784
Q9H1A3;Q9H1A3-2;Q8TD49;H3BN86;H3BM54;H3BQD2,Methyltransferase-like protein 9,METTL9;PAP1,,,,,,,19.65433,
P55081,Microfibrillar-associated protein 1,MFAP1,25.32989,25.54245,24.82362,24.51382,25.27035,24.93822,24.92705,25.33228
Q9GZY8-2;Q9GZY8;Q9GZY8-3;Q9GZY8-5;Q9GZY8-4;C9JHF5;H7C433;E9PQX8;C9JAF1;C9JU19;E9PPR7;C9JI76,Mitochondrial fission factor,MFF,20.32509,21.3387,22.46635,21.56435,21.88889,20.48758,22.81014,22.64394
Q8IWA4;Q8IWA4-3;F5H236;Q8IWA4-2;H7C5H5;C9JXQ1;C9JQT7,Mitofusin-1,MFN1,24.45926,24.34157,24.22494,23.6212,24.53178,23.68303,23.60264,23.90747
O95140;A6NLD2;O95140-2;Q5JXC5,Mitofusin-2,MFN2,25.48034,25.79025,25.75113,25.28023,25.52082,25.72799,25.01193,25.14996
C9JS94;Q9H3U5;Q9H3U5-3;A6NID9;H0Y874;H0Y8B7;H7C593;Q9H3U5-2;H7C5U3,Major facilitator superfamily domain-containing protein 1,MFSD1,,,,,,,,
D6RE79;Q14728;D6RIZ4;D6RA47;D6R9N3,Major facilitator superfamily domain-containing protein 10,MFSD10,21.41967,19.49385,,,19.9869,19.69695,,
A8MXP7;Q6NUT3;E9PAJ8;Q6NUT3-2,Major facilitator superfamily domain-containing protein 12,MFSD12;C19orf28,23.77656,23.73862,25.38489,24.39093,24.79516,24.5936,23.90343,23.98668
H3BU53,,MGA,20.43043,20.42941,,20.6264,20.92875,,20.13433,20.60268
E7ENI0;Q8IWI9;F5H7K2;H3BTF4;H3BP52;Q8IWI9-2;H3BTN2,MAX gene-associated protein,MGA,26.29621,26.25092,26.44867,26.00558,26.25332,26.02958,25.92497,25.93531
